语言ID,说明,CN
1010801,角色描述,她擅长使用巨型火箭炮打击敌人&拥有极其优秀的范围伤害能力&无论先手后手派发都能发挥巨大作用。
1010802,角色描述,拥有极其优秀的范围伤害&唯一的缺点就是太难获得。
1010900,角色名称,牧师
1010901,角色描述,光明之神虔诚的信徒&能够用最纯粹的光之魔法治疗受伤的召唤师和友军英雄。
1010902,角色描述,温和的光明信徒&擅长回复治愈的光之魔法。
1011000,角色名称,圣骑士
1011001,角色描述,英勇无畏的圣骑士每次出场都会发起冲锋&以最快速度赶往前线并击退敌人。圣光的力量会在他遭遇危险时形成一个强有力的护盾。
1011002,角色描述,全副武装的圣骑士&得到圣光庇护的他常常是战场主力。
1011100,角色名称,影舞者
1011101,角色描述,战场上挥舞利刃的优美舞者&她能在闪避敌人进攻的同时&迅速挥舞利刃进行反击。
1011102,角色描述,她那不断挥舞的双刃剑能在敌人身上绽放出鲜红的花朵。
1011200,角色名称,小扒手
1011201,角色描述,别看她小巧可人&实则贪婪而又危险。
1011202,角色描述,别看她小巧可人&实则贪婪而又危险。
1011300,角色名称,盗墓贼
1011301,角色描述,世上最不缺的就是他这种贪欲之人。
1011302,角色描述,世上最不缺的就是他这种贪欲之人。
1011400,角色名称,爆破工
1011401,角色描述,越是埋有贵重宝藏的墓穴&其保护就越是坚固&铁铲铁锹都无能为力的时候&爆破工的价值就体现出来了。
1011402,角色描述,有人说他们是从海盗演变而来&这也使得他们比海盗更加危险。
1011600,角色名称,蒙面刃
1011601,角色描述,蒙面刃来自神秘的刺客组织&这个组织的特点就是其成员全部都是有血缘关系的亲兄弟&因此在执行任务的时候&他们通常是两人组合出击。
1011602,角色描述,遮掩了原本的容貌&却掩盖不了他的冷酷无情。
1011700,角色名称,蒙面镖
1011701,角色描述,蒙面镖来自神秘的刺客组织&这个组织的特点就是其成员全部都是有血缘关系的亲兄弟&因此在执行任务的时候&他们通常是两人组合出击。
1011702,角色描述,神秘的外表透露出杀气。
1012000,角色名称,盾卫
1012001,角色描述,她被誉为王国的不破之盾&没有人可以在她展开盾牌的时候向前推进！
1012002,角色描述,端庄的铠甲战士&勇猛无畏的她总是用盾牌和身躯挡在友军身前。
1012100,角色名称,小丑
1012101,角色描述,小丑不仅拥有潜行能力&还能派发后在场上放置惊吓魔盒&对敌人造成可观的伤害和可观的控制。
1012102,角色描述,小丑的潜行和惊吓魔盒会让敌人十分头疼。
1012200,角色名称,魔术师
1012201,角色描述,战略型角色&比较考验召唤师的派发时机和对战况的判断&利用好魔术师的帽子戏法往往可以起到出其不意攻其不备的效果。
1012202,角色描述,高超的魔术技巧往往能让敌人措手不及。
1013000,角色名称,机械犬
1013001,角色描述,人族工匠诺斯特的得意之作&潜行角色在机械犬面前将会无所遁形&在己方建筑物附近时&机械犬还能切换至哨戒模式：获得极大的防御力提升！
1013002,角色描述,潜行角色也畏惧三分的机械犬&在己方建筑附近时可以切换至哨戒模式。
1020000,角色名称,狼人
1020001,角色描述,在战斗中这些勇猛的战士会用利爪不断割裂敌人&飞溅的血液使得他们进入狂暴状态&简直就像一台绞肉机。
1020002,角色描述,身披狼皮的嗜血战士。
1020500,角色名称,牛头人
1020501,角色描述,她强健的体魄能够震慑对手&奋力的践踏能够震晕周围敌人&他们被誉为地表的最强战士。
1020502,角色描述,威武粗犷的体型足以让她在战场上所向披靡。
1020600,角色名称,巨魔猎手
1020601,角色描述,喜好利用嗅觉的灵敏能力追踪他们的宿敌&更倾向于在黑暗中猎杀对手
1020900,角色名称,投石车
1020901,角色描述,自然族最伟大的发明之一&是重要的攻坚利器&虽然投弹威力十足&但是命中率比较一般。
1020902,角色描述,构造简单却不失威力的战车。
1021100,角色名称,野猪
1021101,角色描述,野猪&广泛分布于埃米尔大陆的平原地区&自然族人民喜欢将其柔韧的皮毛制成皮革&而且其鲜美的肉也成为各国人民喜爱的食材。
1021102,角色描述,肉用价值大于战斗价值的小野猪。
1021200,角色名称,黑熊
1021201,角色描述,黑熊&栖息在树林和山间的常见野兽&会主动袭击入侵领地的不速之客&但是传闻在南部原野的某座山上&有个可以驯服它们的少女……
1021202,角色描述,皮糙肉厚的大黑熊能在前期提供不错的防御。
1021300,角色名称,灰狼
1021301,角色描述,灰狼&行动迅捷并且精于团队合作的野兽&狼群会由一只头狼进行领导指挥&不过据说在南部原野&有一位可以控制狼群的少女。
1021302,角色描述,灰狼能够快速加入前线战斗&但生存能力较弱。
1030000,角色名称,小精灵
1030001,角色描述,萌萌的小精灵能为友军提供不错的援助效果。
1030002,角色描述,萌萌的小精灵能为友军提供不错的援助效果。
1030100,角色名称,神射手
1030101,角色描述,拥有御风之力的神射手&灵巧的身躯加上敏锐的洞察力&她们天生就是捍卫自然族的斥候。
1030102,角色描述,清秀的精灵族射手&拥有如风的轻灵步伐和卓越的射击技巧。
1030300,角色名称,小鹿
1030301,角色描述,小鹿通过与星辰沟通获得操纵星辰的力量&她擅长利用星辰法术来对大群敌人进行打击。
1030302,角色描述,半人半兽的法师&擅长与星辰沟通并祈祷&获取星辰之力对敌人造成打击。
1030400,角色名称,水元素
1030401,角色描述,水元素善于操纵水系魔法&它能将多次命中的敌人冰冻起来&还能召唤出小水元素辅助攻击。
1030402,角色描述,水元素用魔力维持不稳定的躯体&同时它还能使用多种攻击方式。
1030500,角色名称,夜刃
1030501,角色描述,出场进入潜行状态的偷袭刺客&显形后的首次攻击能够重创敌人！
1030502,角色描述,双持利刃&精通暗杀的自然族刺客&擅长对敌人造成爆发伤害。
1030600,角色名称,炽焰龙
1030601,角色描述,一度被认为早已灭绝的龙族&喷吐的烈焰能够轻易摧毁大片敌人！
1030602,角色描述,龙族的幼年期&成年体具有惊人的破坏力&喷吐的火焰能够融化岩石。
1030700,角色名称,石巨人
1030701,角色描述,上古时期就存在的巨人&任凭风雨击打它的坚实躯体&它也不为所动&但也别因此去惹怒它&你势必会被捶个稀巴烂！
1030702,角色描述,饱经风霜雨露的顽石汲取了魔法后化身的巨人。
1030800,角色名称,海巨人
1030801,角色描述,海巨人一直维护着海洋的清洁和安宁&巨大的船锚就是它的武器&没有人能够承受其愤怒的一击。
1030802,角色描述,与海洋共生的巨人&手中的巨大船锚会毫不留情的砸向敌人。
1030900,角色名称,森巨人
1030901,角色描述,它们是自然族最为古老的生物&通过汲取大地的精华来为自身提供防御并为周围的友军提供源源不断的生命回复。
1030902,角色描述,吸收了魔法和大地精华&由古树演化而来的巨人。
1031000,角色名称,精灵王
1031001,角色描述,小精灵们的统治者&不过精灵王从不轻易展现自己的实力&而是不断召唤出小精灵协助友军作战。
1031002,角色描述,小精灵们的统治者&可以随时召唤出小精灵协助友军作战。
1031100,角色名称,火元素
1031101,角色描述,火元素擅长使用火系法术&它能将多次命中的敌人眩晕&还能分裂出小火元素辅助攻击。
1031102,角色描述,元素生物之一&不稳定的躯体容易受到外力波及而导致分裂。
1040000,角色名称,骷髅战
1040001,角色描述,亡灵族无尽生息的战士&他们那受到诅咒的躯体和灵魂即使受到致命伤害&也能重返战场！
1040002,角色描述,那些曾经阵亡的士兵&即使化作骨骸也依旧痴迷战争。
1040100,角色名称,木乃伊
1040101,角色描述,历经千年的木乃伊体内蕴含着大量的毒素&当它死亡时则会将这些毒素释放出来&对所有非死灵族单位持续造成伤害。
1040102,角色描述,为了身体的不朽而出卖灵魂&它的尸毒对其他生物而言十分致命。
1040200,角色名称,骷髅弓
1040201,角色描述,亡灵族无尽生息的战士&他们那受到诅咒的躯体和灵魂即使受到致命伤害&也能重返战场！
1040202,角色描述,它们和骷髅战一样迷恋战争&不过担任的位置不一样罢了。
1040300,角色名称,幽灵
1040301,角色描述,这些怨念的集合体平常处于潜行状态&发现目标后会挥舞着爪牙向猎物进攻&即使是被杀死之后&强大的怨念也会诅咒附近的人。
1040302,角色描述,怨念的集合体&时常发出可怖的哀鸣。
1040400,角色名称,死召师
1040401,角色描述,死召师能够召唤出骷髅士兵来为其战斗&并且能够利用其他骷髅亡魂施放灵魂之火。
1040402,角色描述,擅长禁忌的召唤术&不惜用自己的灵魂来召唤更危险的东西。
1040500,角色名称,风雪姬
1040501,角色描述,与冰雪一起诞生的幽魂&风雪姬不仅能够对敌人造成范围伤害&冰冷的风雪还能延缓敌人的进攻。
1040502,角色描述,传言她们是雪夜中诞生的幽魂&可以使用屏息魔法。
1040600,角色名称,屠夫
1040601,角色描述,可怕的食人屠夫&在毒雾中反而有极强的生存能力！
1040602,角色描述,可怕的食人屠夫&在毒雾中反而有极强的生存能力！
1040700,角色名称,黑骑士
1040701,角色描述,相传他们是魔王最忠诚的仆从&如同死亡本身&他们能够削减敌人的战力并且具备顽强的生命力。
1040702,角色描述,浑身都散发着死亡气息的骑士&面对他就如同直面死亡本身。
1040800,角色名称,巫妖
1040801,角色描述,使用禁忌法术的强大法师&除了可观的范围伤害&她们还具备一定的控制能力。
1040802,角色描述,涉足禁忌之术的堕落法师。
1040900,角色名称,吸血鬼
1040901,角色描述,被诅咒的高贵种族&拥有不俗的伤害以及生存能力&死后将会解放内在的可怕力量！
1040902,角色描述,受诅咒的古老一族&通过吸食鲜血来维持生命。
1041000,角色名称,黑寡妇
1041001,角色描述,残忍狠毒的猎食者&她喜欢用神经毒素来麻痹自己的猎物&之后大快朵颐！或者喷射出毒雾&慢慢折磨猎物致死！
1041002,角色描述,残忍狠毒的猎食者&擅长使用毒素削弱和击杀猎物！
1041100,角色名称,致命邪兽
1041101,角色描述,致命邪恶的潜行角色&在毒雾和足够的暴击几率加成下致命邪兽可以化身神出鬼没的杀手&对敌人的后排构成极大的威胁。
1041102,角色描述,潜行角色&在毒雾中打出暴击伤害则可以再次进入潜行。
1041200,角色名称,炼金师
1041201,角色描述,致力于研制各种危险药剂的他，最常用的是两种药剂：剧毒药剂可以媲美毒雾的效果，而他的狂暴药剂则可以为范围友军提供强有力的增益效果，不过狂暴药剂十分不稳定，就连他本人也不知道会有什么样的增益效果。
1041202,角色描述,战场辅助型角色&可以制造毒雾&也可以为友军提供范围的增益效果。
1041300,角色名称,巫毒师
1041301,角色描述,精通各种巫术的巫毒师&不仅可以强化场上的毒雾&使毒雾的伤害和治疗量得到提升&与此同时他还能兼具一定的治疗死灵族友军的能力。
1041302,角色描述,可以强化场上毒雾的可怕角色&兼具一定的治疗死灵族友军的能力。
1041400,角色名称,人造怪物
1041401,角色描述,人造怪物的单体作战能力较弱&但在毒雾加成下能够提升其输出频率&若是有己方炼金师在场则会提升其物理防御力。
1041402,角色描述,单体作战能力弱&需要毒雾和炼金师的配合。
