语言ID,说明,CN
2001621,技能描述,召唤圣剑，大幅击退命中范围内的敌方英雄，并将其护甲和魔抗永久归零。
2001612,技能名称,圣光领域
2001622,技能描述,圣光领域内的己方单位能得到攻击力和防御力的小幅提升，而敌方单位会受到小幅削减，离开圣光领域后该效果还将持续3秒。
2001613,技能名称,圣光审判
2001623,技能描述,召唤圣剑对敌人进行打击，被圣剑击中的敌人生命值降为1。

2010080,技能消耗描述,冷却:12.5秒
2010480,技能消耗描述,冷却:15秒
2010780,技能消耗描述,吟唱:3.3秒
2012080,技能消耗描述,冷却:20秒
2020580,技能消耗描述,冷却:12秒
2030180,技能消耗描述,冷却:7.5秒
2030480,技能消耗描述,吟唱:2.2秒
2030780,技能消耗描述,冷却:15秒
2030880,技能消耗描述,冷却:12秒
2030980,技能消耗描述,冷却:20秒
2040480,技能消耗描述,吟唱:5秒
2040580,技能消耗描述,吟唱:2.2秒
2040680,技能消耗描述,冷却:13秒
2040880,技能消耗描述,吟唱:2.2秒
2040980,技能消耗描述,冷却:10秒
2041080,技能消耗描述,冷却:10秒
2020090,技能消耗描述,能耗:每秒15点
2031080,技能消耗描述,冷却:15秒

2010011,技能名称,跳劈
2010021,技能描述,挥剑跳劈，对敌人造成100%物攻并附带其25%最大生命值的伤害，对召唤师和boss则造成250%物攻的物理伤害。
2010012,技能名称,激励
2010022,技能描述,在场时，己方所有人族英雄的卡牌水晶消耗减少5点，并获得3%的冷却缩减；此效果最多叠加10层。
2010013,技能名称,激励
2010023,技能描述,在场时，己方所有人族英雄的卡牌水晶消耗减少5点，并获得3%的冷却缩减；此效果最多叠加10层。
2010014,技能名称,战斗欲望
2010024,技能描述,获得200%的移速并且跑步进入战场，持续5秒。

2010211,技能名称,加农炮
2010221,技能描述,每2次普攻后施放，对敌人造成220%物攻的物理伤害和击退。

2010311,技能名称,探云手
2010321,技能描述,每次攻击到敌方召唤师时偷取其2点水晶，自身增加2点而对手减少2点。
2010312,技能名称,移速战吼
2010322,技能描述,出场时，全场己方人族友军移动速度提升100%，持续3秒，不可叠加。

2010411,技能名称,能工巧匠
2010421,技能描述,为己方单位套上一个护盾，护盾值相当于200%的魔攻。

2010511,技能名称,御魔之剑
2010521,技能描述,拔剑攻击，对敌方英雄额外造成33%物攻的魔法伤害，在攻击敌方召唤师时额外伤害提升至3倍。
2010512,技能名称,魔抗光环
2010522,技能描述,自身及周围人族友军的魔抗增加250点，不可叠加。
2010513,技能名称,封魔斩
2010523,技能描述,出场时，敌我双方无法召唤任何英雄卡牌，持续4秒。

2010611,技能名称,肉弹冲锋
2010621,技能描述,出场时会对1000码内的敌人发起一次冲锋，造成100%物攻的物理伤害并将其击飞。
2010612,技能名称,强取豪夺
2010622,技能描述,仅触发一次，攻击到敌方召唤师时，一次性偷取敌方200点水晶，10秒后水晶原数返还给敌方，己方水晶不变。

2010711,技能名称,大火球
2010721,技能描述,吟唱施放。对命中的主目标造成200%魔攻的魔法伤害，并对周围敌人附带5秒的爆炎效果：每秒造成10%魔攻的魔法伤害。
2010712,技能名称,烈焰护体
2010722,技能描述,出场时为全场己方人族友军施放一个持续4秒的火环，靠近火环的敌人每2秒受到20%魔攻的魔法伤害。

2010911,技能名称,治疗术
2010921,技能描述,回复单体英雄100%魔攻的生命值。
2010912,技能名称,生命战吼
2010922,技能描述,出场时，全场己方人族友军生命上限提升8%，同时回复提升上限等量的生命值，可无限叠加。
2010913,技能名称,恢复光环
2010923,技能描述,自身及周围人族友军每秒回复36%魔攻的生命值，不可叠加。

2011011,技能名称,骑士冲锋
2011021,技能描述,出场冲锋，碰撞到敌方单位时停止，对前方小范围的敌人造成200%物攻的物理伤害和击飞。
2011012,技能名称,物攻战吼
2011022,技能描述,出场时，全场己方人族友军物理攻击提升25%，可无限叠加。
2011013,技能名称,领袖
2011023,技能描述,出场时，场上每有1个人族友军英雄，就为圣骑士增加7%生命值上限和40点护甲，最多叠加15层。

2011111,技能名称,刀扇
2011121,技能描述,成功闪避后施放一次刀扇：对身前范围内的敌方单位造成200%物攻的物理伤害。
2011112,技能名称,探云手
2011122,技能描述,每次攻击到敌方召唤师时偷取其2点水晶，自身增加2点而对手减少2点。
2011113,技能名称,扰乱迷雾
2011123,技能描述,出场时，全场单位不分敌我同时进入潜行状态，持续3秒。

2012011,技能名称,防御姿态
2012021,技能描述,靠近敌人时举盾进入防御姿态：获得额外的霸体值（霸体值越高越难产生硬直）和60%的物理免疫，最多持续10秒。
2012012,技能名称,护甲战吼
2012022,技能描述,出场时，全场己方人族友军护甲增加200点，效果永久且无限叠加。

2020011,技能名称,利爪挥击
2020021,技能描述,对敌人的第5次攻击造成额外伤害，伤害值总计为400%物攻的物理伤害。
2020012,技能名称,狂暴爪击
2020022,技能描述,能量大于20点进入能量状态：自身攻击速度提升100%。
2020013,技能名称,自然能量
2020023,技能描述,每秒消耗15点能量，为其他自然族友军回复2点能量。

2020511,技能名称,战争践踏
2020521,技能描述,对前方范围内的敌方单位造成100%物攻的物理伤害和3秒的眩晕。
2020512,技能名称,裂地震击
2020522,技能描述,能量大于20点进入能量状态：每秒回复30%物攻的生命值并获得极高的霸体值，强化战争践踏技能，普攻附带范围伤害。

2020911,技能名称,巨石投掷
2020921,技能描述,普通攻击投掷一块巨石，对落点范围内的敌人造成100%物攻的物理伤害。
2020912,技能名称,燃烧弹
2020922,技能描述,能量大于20点进入能量状态：攻速提升50%并投掷燃烧弹，对落点范围内敌人造成150%物攻的魔法伤害，并灼烧敌人5秒。

2030011,技能名称,净化爆炸
2030021,技能描述,靠近敌人自爆：对范围内敌人造成100%魔攻的魔法伤害，净化范围内友军的负面效果并永久减少我方所有自然族卡牌的1%水晶消耗。
2030012,技能名称,精灵体质
2030022,技能描述,无法被攻击！无法受到任何伤害！

2030111,技能名称,灵动反击
2030121,技能描述,敌人靠近时向后跳跃并对其发动一次附带击退的普通攻击。
2030112,技能名称,万箭齐发
2030122,技能描述,能量大于20点进入能量状态：连续施放箭雨，每2秒对目标范围内的敌人造成40%物攻的物理伤害。

2030311,技能名称,流星冲击
2030321,技能描述,召唤4颗流星，每颗流星对敌人造成45%魔攻的魔法伤害。
2030312,技能名称,群星坠击
2030322,技能描述,能量大于20点进入能量状态：攻击范围内有敌人则反复使用流星冲击。

2030411,技能名称,冰晶箭
2030421,技能描述,吟唱施放。攻击敌人时附带冰冻效果：效果持续10秒，叠加到3层时将目标冰冻3秒。
2030412,技能名称,元素分裂
2030422,技能描述,每次受到小精灵的自爆影响时，有30%机率在身前分裂出小水元素。

2030511,技能名称,暗夜一击
2030521,技能描述,显形后的第一击造成500%物攻的物理伤害，该技能无法暴击。
2030512,技能名称,伺机而动
2030522,技能描述,能量大于20点进入能量状态：自身闪避、攻击速度以及移动速度获得50%的提升。

2030611,技能名称,炽焰龙息
2030621,技能描述,对范围内敌人造成100%魔攻的魔法伤害。
2030612,技能名称,龙息燎原
2030622,技能描述,能量大于20点进入能量状态：对范围内敌人施放龙息燎原，每0.2秒造成30%魔攻的魔法伤害。

2030711,技能名称,山崩地裂
2030721,技能描述,普通攻击附带击飞效果。
2030712,技能名称,花岗岩护盾
2030722,技能描述,为自己套上一个护盾：护盾值等同于200%的物攻，护盾存在时获得50%的物理和魔法免疫。
2030713,技能名称,巨人之壁
2030723,技能描述,免疫击退、击飞以及冰冻，在场时，其他己方巨人的护甲和魔抗增加600点。

2030811,技能名称,飞锚
2030821,技能描述,对前方范围内敌人造成100%物攻的物理伤害和击退。
2030812,技能名称,怒涛龙卷
2030822,技能描述,生命值低于50%施放一次，对周围敌人造成75%攻击力的物理伤害和击飞，技能结束后对自身造成3秒眩晕。
2030813,技能名称,巨人之力
2030823,技能描述,免疫击退、击飞以及冰冻，在场时，其他己方巨人的物攻和魔攻提高75%。

2030911,技能名称,大地滋养
2030921,技能描述,附近友军受伤时扎根：自身护甲和魔抗提升750点，为附近友军每秒回复50%魔攻的生命值。
2030912,技能名称,树人守卫
2030922,技能描述,在身前召唤一个树人守卫。
2030913,技能名称,巨人之躯
2030923,技能描述,免疫击退、击飞以及冰冻，在场时，其他己方巨人的生命值和上限提高75%。

2031011,技能名称,精灵召唤
2031021,技能描述,召唤1只萌萌的会自爆的小精灵。

2031111,技能名称,烈焰打击
2031121,技能描述,攻击敌人时附带烈焰效果：效果持续10秒，叠加到3层时将目标眩晕3秒。
2031112,技能名称,元素分裂
2031122,技能描述,每次受到小精灵的自爆影响时，有30%机率在身前分裂出小火元素。

2040011,技能名称,诅咒
2040021,技能描述,普通攻击有33%机率给敌人施加1个永久的诅咒：死亡后有33%的机率变成1星骷髅战，不可叠加。
2040012,技能名称,复生
2040022,技能描述,死亡后有60%机率满血复生，仅触发一次。
2040013,技能名称,灵魂回收
2040023,技能描述,每次死亡回复12点水晶。

2040111,技能名称,瘟疫毒雾
2040121,技能描述,死亡后留下持续5秒的毒雾：对所有非死灵族单位每秒造成75%物攻的魔法伤害，而对所有死灵族单位每秒回复50%物攻的生命值。
2040112,技能名称,毒雾盔甲
2040122,技能描述,在己方毒雾中获得400点护甲。
2040113,技能名称,毒雾蔓延
2040123,技能描述,毒雾的持续时间增加4秒。

2040211,技能名称,诅咒
2040221,技能描述,普通攻击有33%机率给敌人施加1个永久的诅咒：死亡后有33%的机率变成1星骷髅战，不可叠加。
2040212,技能名称,复生
2040222,技能描述,死亡后有60%机率满血复生，仅触发一次。

2040311,技能名称,灵魂爆破
2040321,技能描述,死亡时对周围敌人造成120%物攻的物理伤害并施加诅咒：死亡后有33%的机率变成1星骷髅战，不可叠加。

2040411,技能名称,骷髅召唤
2040421,技能描述,吟唱施放。在身前召唤2个1星骷髅战。
2040412,技能名称,灵魂之火
2040422,技能描述,己方每死亡4名骷髅战或骷髅弓后施放，对范围内敌人造成100%魔攻的魔法伤害。

2040511,技能名称,风吹雪
2040521,技能描述,吟唱施放。吹出一道锥形风雪，对身前的敌人造成100%魔攻的魔法伤害，有33%机率冰冻附带诅咒的敌人5秒。
2040512,技能名称,风华雪月
2040522,技能描述,死亡后留下一片持续10秒的区域，经过的敌人会被降低5秒的攻速和移速并施加诅咒：死亡后有33%的机率变成1星骷髅战，不可叠加。

2040611,技能名称,刽子手
2040621,技能描述,自身附带20%吸血。
2040612,技能名称,毒雾亢奋
2040622,技能描述,自身在毒雾中额外增加20%吸血。
2040613,技能名称,疯砍
2040623,技能描述,疯狂挥舞屠刀，对单个敌人造成总计400%攻击力的物理伤害。

2040711,技能名称,瘟疫庇护
2040721,技能描述,在毒雾中会获得1个增益护盾：每次受到攻击都将回复75%物攻的生命值。
2040712,技能名称,恐惧光环
2040722,技能描述,使周围敌人的物攻和魔攻降低33%。
2040713,技能名称,死亡冲锋
2040723,技能描述,死亡后幻化成影冲锋到敌方召唤师身前，击飞沿途敌人并造成200%物攻的物理伤害。

2040811,技能名称,暗黑法球
2040821,技能描述,吟唱施放。凝聚法球，对目标范围内的敌人造成100%魔攻的魔法伤害。
2040812,技能名称,摄魂冲击
2040822,技能描述,攻击附带诅咒的敌人时，有33%的机率使其眩晕3秒。

2040911,技能名称,血腥之鞭
2040921,技能描述,挥舞2次血腥之鞭，对前方范围内敌人造成总计170%物攻的真实伤害。
2040912,技能名称,白发血蝠
2040922,技能描述,自身拥有25%的吸血。死亡时变成蝙蝠潜行，显形后化身白发血蝠：恢复100%的生命值并获得100%的魔法免疫。
2040913,技能名称,诅咒绞杀
2040923,技能描述,白发血蝠状态下：攻击附带诅咒的敌人时，将有33%机率将其直接秒杀。
2040914,技能名称,血之饥渴
2040924,技能描述,提升2倍自身吸血。

2041011,技能名称,神经毒素
2041021,技能描述,攻击敌人时使其中毒5秒：每秒造成35%物攻的魔法伤害，伤害对召唤师减半。
2041012,技能名称,毒雾喷吐
2041022,技能描述,喷吐持续5秒的毒雾使敌人中毒：所有非死灵族单位每秒受到35%物攻的魔法伤害，而所有死灵族单位每秒回复23%物攻的生命值。


3001001,天赋名称,热血
3001002,天赋描述,提升15%的物理攻击。
3002001,天赋名称,切割
3002002,天赋描述,普攻可以削减敌方士兵30点护甲。
3003001,天赋名称,轻盈
3003002,天赋描述,提升20%移速。
3004001,天赋名称,捍卫
3004002,天赋描述,场上存在己方建筑物时，护甲和魔抗增加150点。
3005001,天赋名称,士气
3005002,天赋描述,在场时，己方人族卡牌的冷却减少2%，最多叠加5层（同一角色效果可叠加）
3006001,天赋名称,动员
3006002,天赋描述,在场时，己方人族卡牌的水晶消耗减少3点，最多叠加5层（同一角色效果可叠加）
3007001,天赋名称,阴谋
3007002,天赋描述,出场时偷取敌方5点水晶。
3008001,天赋名称,无情
3008002,天赋描述,对敌方士兵普攻附带20%攻击力的真实伤害。

3011001,天赋名称,生息
3011002,天赋描述,每5秒回复100%攻击力的生命值。
3012001,天赋名称,天泽
3012002,天赋描述,增加15%生命值及其上限。
3013001,天赋名称,本能
3013002,天赋描述,减少20%受到的魔法伤害。
3014001,天赋名称,甲壳
3014002,天赋描述,减少20%受到的物理伤害。
3015001,天赋名称,优雅
3015002,天赋描述,提升10%的闪避。
3016001,天赋名称,遗产
3016002,天赋描述,死亡后，自然族卡牌费用消耗永久减少1点。
3017001,天赋名称,天谴
3017002,天赋描述,反弹10%受到的伤害。
3018001,天赋名称,神迹
3018002,天赋描述,出场后，免疫1次敌方伤害。

3021001,天赋名称,怨念
3021002,天赋描述,每次受到攻击，提升5%的攻击力，持续5秒，最高叠加25%。
3022001,天赋名称,恐惧
3022002,天赋描述,增加15点物理穿透和法术穿透。
3023001,天赋名称,收割
3023002,天赋描述,增加10%的吸血。
3024001,天赋名称,致死
3024002,天赋描述,增加10%的暴击率。
3025001,天赋名称,狂热
3025002,天赋描述,每5秒损失15%最大生命值，获得10%的攻速提升。
3026001,天赋名称,咒印
3026002,天赋描述,每5秒损失15%最大生命值，获得5%的生命值及其上限加成。
3027001,天赋名称,狩猎
3027002,天赋描述,每5秒损失15%最大生命值，获得10%的移速加成。
3028001,天赋名称,转生
3028002,天赋描述,死亡后有15%的概率半血复活。

3031001,天赋名称,重力
3031002,天赋描述,增加5点自身质量（质量越大被击飞的距离越小）。
3032001,天赋名称,嘲讽
3032002,天赋描述,增加20点敌人对自己的仇恨值（仇恨值越高，被攻击的机率越大）。
3033001,天赋名称,锻体
3033002,天赋描述,增加750点霸体值（霸体值越高越难产生硬直）。
3034001,天赋名称,精金
3034002,天赋描述,提升200点护甲。
3035001,天赋名称,秘银
3035002,天赋描述,提升200点魔抗。
3036001,天赋名称,坚韧
3036002,天赋描述,增加15%生命值及其上限。
3037001,天赋名称,不屈
3037002,天赋描述,每5秒回复100%物攻的生命值。
3038001,天赋名称,神圣
3038002,天赋描述,出场获得150%物攻的护盾。

3041001,天赋名称,先手
3041002,天赋描述,增加20%攻速。
3042001,天赋名称,利刃
3042002,天赋描述,增加25点物理穿透。
3043001,天赋名称,格挡
3043002,天赋描述,每次受到攻击有20%概率抵消1次伤害。
3044001,天赋名称,重拳
3044002,天赋描述,提升15%物理攻击力。
3045001,天赋名称,巨斧
3045002,天赋描述,增加10%暴击率。
3046001,天赋名称,武装
3046002,天赋描述,提升200点护甲。
3047001,天赋名称,复仇
3047002,天赋描述,生命值在75%、50%、25%以下时，攻速分别增加20%、40%、60%。
3048001,天赋名称,血刃
3048002,天赋描述,普攻附带敌人最大生命值5%的真实伤害。

3051001,天赋名称,迅捷
3051002,天赋描述,提升20%移动速度。
3052001,天赋名称,灵敏
3052002,天赋描述,增加20%攻击速度。
3053001,天赋名称,灵巧
3053002,天赋描述,提升10%闪避。
3054001,天赋名称,直击弱点
3054002,天赋描述,普攻的攻击强度增加50点（更易打出硬直）。
3055001,天赋名称,条件反射
3055002,天赋描述,首次攻击后的2秒内攻速提升40%。
3056001,天赋名称,训练有素
3056002,天赋描述,首次攻击后的2秒内受到的伤害减半。
3057001,天赋名称,危机处理
3057002,天赋描述,每受到1次攻击，2秒内闪避提升至100%。（冷却：10秒）
3058001,天赋名称,谋杀
3058002,天赋描述,对召唤师的普攻伤害提升50%。

3061001,天赋名称,急速射击
3061002,天赋描述,攻击速度增加20%。
3062001,天赋名称,蓄势待发
3062002,天赋描述,物理攻击提升15%。
3063001,天赋名称,爆头
3063002,天赋描述,增加50%暴击伤害。
3064001,天赋名称,鹰眼
3064002,天赋描述,增加100攻击距离。
3065001,天赋名称,精准
3065002,天赋描述,增加10%暴击率。
3066001,天赋名称,老练
3066002,天赋描述,获得30%的魔法伤害减免。
3067001,天赋名称,水银箭矢
3067002,天赋描述,普攻时有20%概率提升30%的暴击率，持续5秒（冷却：10秒）。
3068001,天赋名称,疾射
3068002,天赋描述,普攻时有20%概率提升40%的攻击速度，持续5秒（冷却：10秒）。

3071001,天赋名称,汇聚
3071002,天赋描述,提升15%的魔法攻击。
3072001,天赋名称,集中
3072002,天赋描述,增加25点法术穿透。
3073001,天赋名称,娴熟
3073002,天赋描述,第一次施法无需吟唱。
3074001,天赋名称,专精
3074002,天赋描述,魔法吟唱速度提升25%。
3075001,天赋名称,启迪
3075002,天赋描述,技能的射程提升100。
3076001,天赋名称,雷霆
3076002,天赋描述,增加10%暴击率和25%暴击伤害。
3077001,天赋名称,意志
3077002,天赋描述,吟唱时每2秒回复40%魔攻的生命值。
3078001,天赋名称,呢喃
3078002,天赋描述,移动时可以进行魔法吟唱。

3081001,天赋名称,鼓舞
3081002,天赋描述,自身移动速度提升20%。
3082001,天赋名称,稳重
3082002,天赋描述,减缓20%自身移动速度。
3083001,天赋名称,专注
3083002,天赋描述,每5秒增加20点护甲。
3084001,天赋名称,会心
3084002,天赋描述,每5秒增加20点魔抗。
3085001,天赋名称,学识
3085002,天赋描述,在场时，己方所有卡牌的水晶消耗减少2%（同一角色效果可叠加，最多叠加5次）。
3086001,天赋名称,干扰
3086002,天赋描述,在场时，敌方所有卡牌的水晶消耗增加2%（同一角色效果可叠加，最多叠加5次）。
3087001,天赋名称,祝福
3087002,天赋描述,出场时为己方召唤师回复100%魔攻的生命值。
3088001,天赋名称,虔诚
3088002,天赋描述,减少20%受到的伤害。






7001401,远征1boss技能1,<font face='fonts/msyh.ttf'color='c74702' size='16'>灾厄毒雾：灾厄毒雾会持续减少所有玩家单位的生命值，并且灾厄毒雾的伤害可叠加。</font>
7101401,远征1boss技能2,<font face='fonts/msyh.ttf'color='c74702' size='16'>奴役之咒：场上每个阵亡的玩家单位都会变为瘟疫之源奴役的木乃伊！</font>
7201401,远征1boss技能3,<font face='fonts/msyh.ttf'color='c74702' size='16'>黑暗献祭：每阵亡8个玩家单位，瘟疫之源就有足够的祭品召唤1个巫妖！</font>
7002401,远征2boss技能1,<font face='fonts/msyh.ttf'color='c74702' size='16'>骨龙降临：尤达米尔召唤出骸骨巨龙为其作战！</font>
7102401,远征2boss技能2,<font face='fonts/msyh.ttf'color='c74702' size='16'>封印崩坏：被冰冻的崩坏莱奥会随着时间流逝解除封印，封印解除后为尤达米尔作战！</font>
7202401,远征2boss技能3,<font face='fonts/msyh.ttf'color='c74702' size='16'>恶灵炎柱：召唤3根恶灵炎柱，造成范围伤害。</font>
7003401,远征3boss技能1,<font face='fonts/msyh.ttf'color='c74702' size='16'>血液咆哮：喷出血柱，对范围内玩家单位造成伤害和击退效果，并且附加诅咒！</font>
7103401,远征3boss技能2,<font face='fonts/msyh.ttf'color='c74702' size='16'>冥斩：挥舞巨剑施放冥斩剑气，对全场的玩家单位造成伤害，被冥斩杀死的单位变为骷髅兵！</font>
7203401,远征3boss技能3,<font face='fonts/msyh.ttf'color='c74702' size='16'>冥王践踏：骷髅王化身为灵魂状态，从上方召唤出冥王进行践踏打击，造成范围伤害和全场击飞！</font>


